"Champion","Pos","GP","P%","B%","P+B%","W%","CTR%","K","D","A","KDA","KP","DTH%","FB%","GD10","XPD10","CSD10","CSPM","CS%P15","DPM","DMG%","GOLD%","WPM","WCPM"
"Taliyah","Middle",12,"3.7%","58.2%","77.7%","67%","42%",47,28,72,4.3,"78.3%","23.7%","25%",-2,-624,0.1,8.9,"26.9%",624,"35.7%","24.4%",0.46,0.19
"Taliyah","Support",1,"0.3%","58.2%","77.7%","0%","100%",3,6,1,0.7,"80.0%","40.0%","100%",-226,-424,0,1.1,"4.5%",344,"28.8%","11.3%",1.04,0.23
"Talon","Middle",25,"7.6%","12.2%","19.8%","48%","40%",103,63,94,3.1,"65.9%","19.6%","16%",88,448,1.9,9.8,"29.4%",407,"22.8%","26.5%",0.34,0.32
"Taric","Middle",3,"0.9%","3.7%","7.6%","67%","67%",1,5,25,5.2,"81.3%","22.7%","67%",-884,-1068,-54.3,2.2,"6.1%",64,"4.3%","10.5%",1.17,0.22
"Taric","Support",10,"3.0%","3.7%","7.6%","60%","60%",7,17,81,5.2,"75.2%","16.2%","20%",-103,127,2.9,1.5,"4.4%",80,"5.3%","10.2%",1.3,0.21
"Thresh","Support",4,"1.2%","1.2%","2.4%","25%","75%",3,11,21,2.2,"60.0%","23.9%","100%",0,4,-3.5,1.1,"3.8%",95,"7.2%","11.3%",1.47,0.33
"Tristana","ADC",8,"2.4%","1.2%","3.7%","38%","88%",40,13,29,5.3,"79.3%","13.0%","0%",-336,-253,-5.3,10.5,"29.8%",445,"26.8%","28.4%",0.38,0.47
"Trundle","Jungle",103,"31.4%","16.2%","48.2%","50%","46%",199,248,773,3.9,"73.1%","20.7%","33%",27,-62,0.2,5,"12.5%",166,"9.6%","16.6%",0.42,0.5
"Trundle","Support",2,"0.6%","16.2%","48.2%","100%","100%",4,10,24,2.8,"65.1%","27.8%","0%",123,43,8,2.5,"9.6%",151,"7.0%","12.9%",1.38,0.48
"Twisted Fate","Middle",2,"0.6%","0.0%","0.6%","50%","100%",8,3,16,8,"77.4%","14.3%","50%",369,350,-10.5,8.2,"22.9%",370,"19.2%","24.2%",0.52,0.13
"Urgot","Top",1,"0.3%","0.6%","0.9%","100%","100%",8,0,4,12,"54.5%","0.0%","0%",610,736,3,10,"32.5%",456,"23.3%","24.4%",0.53,0.25
"Varus","ADC",86,"26.2%","11.9%","38.4%","56%","29%",334,203,461,3.9,"67.7%","19.7%","22%",88,-35,5.6,9.7,"29.5%",576,"29.6%","26.0%",0.36,0.36
"Varus","Middle",1,"0.3%","11.9%","38.4%","0%","0%",9,5,8,3.4,"73.9%","14.3%","0%",-14,534,13,7.3,"23.9%",824,"23.6%","24.9%",0.43,0.19
"Vayne","ADC",5,"1.5%","0.0%","1.5%","40%","80%",24,15,20,2.9,"68.8%","23.8%","40%",-136,107,-2.2,9.1,"30.1%",585,"30.8%","27.0%",0.32,0.3
"Vel'Koz","Middle",7,"2.1%","0.3%","2.4%","43%","100%",12,17,36,2.8,"66.7%","17.7%","14%",-325,-91,1.6,8.7,"28.9%",612,"29.9%","24.2%",0.45,0.17
"Viktor","ADC",1,"0.3%","0.0%","1.2%","100%","100%",5,1,5,10,"71.4%","11.1%","0%",-327,-292,-15,9.4,"27.7%",925,"35.7%","24.3%",0.29,0.39
"Viktor","Middle",3,"0.9%","0.0%","1.2%","33%","100%",16,12,13,2.4,"69.0%","21.1%","33%",-32,-89,-3.7,9.4,"28.9%",680,"35.3%","26.2%",0.47,0.19
"Vladimir","ADC",29,"8.8%","20.7%","40.5%","38%","41%",87,59,154,4.1,"66.6%","15.5%","14%",-42,-122,-2.3,8.8,"26.9%",443,"25.4%","24.6%",0.57,0.21
"Vladimir","Middle",26,"7.9%","20.7%","40.5%","46%","65%",97,66,126,3.4,"67.2%","21.2%","27%",-115,-298,-2.3,8.6,"25.3%",444,"25.8%","23.0%",0.54,0.17
"Vladimir","Top",10,"3.0%","20.7%","40.5%","60%","90%",26,17,43,4.1,"53.1%","16.2%","10%",-72,-177,3.3,9.7,"28.4%",522,"27.7%","23.8%",0.4,0.09
"Xayah","ADC",45,"13.7%","10.1%","23.8%","53%","49%",164,93,215,4.1,"71.2%","17.6%","20%",-59,111,-0.1,10.2,"33.1%",523,"28.7%","27.8%",0.36,0.34
"Xin Zhao","Jungle",43,"13.1%","7.0%","20.1%","42%","65%",127,143,235,2.5,"64.6%","26.7%","44%",-27,-130,-5.1,5.2,"13.8%",273,"15.4%","17.4%",0.42,0.4
"Yasuo","ADC",12,"3.7%","21.6%","42.1%","33%","50%",27,32,33,1.9,"53.6%","22.7%","33%",88,324,2.8,9.4,"30.5%",251,"15.6%","24.7%",0.45,0.22
"Yasuo","Middle",53,"16.2%","21.6%","42.1%","47%","55%",209,133,289,3.7,"65.3%","19.1%","11%",-82,-90,-2.3,9.2,"28.2%",381,"19.9%","24.9%",0.43,0.21
"Yasuo","Top",2,"0.6%","21.6%","42.1%","0%","100%",2,8,2,0.5,"80.0%","27.6%","50%",444,209,19,10.1,"26.0%",210,"18.9%","28.3%",0.4,0.19
"Zac","Jungle",7,"2.1%","0.6%","2.7%","71%","100%",14,17,70,4.9,"75.0%","19.5%","29%",-237,88,-4.1,4.6,"12.7%",240,"11.7%","16.5%",0.42,0.28
"Zed","Middle",1,"0.3%","0.0%","0.3%","0%","100%",5,6,7,2,"54.5%","21.4%","0%",716,727,26,9.2,"30.8%",907,"24.7%","24.2%",0.19,0.29
"Ziggs","ADC",1,"0.3%","0.0%","0.3%","0%","100%",0,1,3,3,"60.0%","7.7%","0%",-1256,-244,-4,8.8,"27.2%",438,"39.7%","22.3%",0.27,0.2
"Zilean","Support",2,"0.6%","0.3%","0.9%","0%","100%",1,4,9,2.5,"62.5%","12.9%","0%",-159,-132,-13,0.7,"3.6%",221,"12.2%","8.3%",1.08,0.3
"Zoe","ADC",1,"0.3%","48.5%","73.8%","0%","100%",1,1,4,5,"55.6%","5.3%","0%",-126,49,-7,9.3,"28.8%",543,"31.3%","23.3%",0.35,0.15
"Zoe","Middle",82,"25.0%","48.5%","73.8%","49%","22%",288,163,383,4.1,"70.4%","17.3%","21%",153,160,4.3,8.4,"24.9%",573,"32.7%","23.4%",0.41,0.2
